msg,before,after
b'0\r\n',1582884974.2059734,1582884975.2357314
b'1\r\n',1582884975.2357314,1582884976.2126334
b'0\r\n',1582884976.2126334,1582884977.231839
b'1\r\n',1582884977.231839,1582884978.2627885
b'0\r\n',1582884978.2627885,1582884979.2253942
b'1\r\n',1582884979.2253942,1582884980.2579744
b'0\r\n',1582884980.2579744,1582884981.2437925
b'1\r\n',1582884981.2437925,1582884982.2578132
b'0\r\n',1582884982.2578132,1582884983.2859623
b'1\r\n',1582884983.2859623,1582884984.256928
b'0\r\n',1582884984.256928,1582884985.3069603
b'1\r\n',1582884985.3069603,1582884986.2650883
b'0\r\n',1582884986.2650883,1582884987.299905
b'1\r\n',1582884987.299905,1582884988.3220875
b'0\r\n',1582884988.3220875,1582884989.3033412
b'1\r\n',1582884989.3033412,1582884990.3193402
b'0\r\n',1582884990.3193402,1582884991.3049142
b'1\r\n',1582884991.3049142,1582884992.3180714
b'0\r\n',1582884992.3180714,1582884993.3463037
b'1\r\n',1582884993.3463037,1582884994.3221674
b'0\r\n',1582884994.3221674,1582884995.346764
b'1\r\n',1582884995.346764,1582884996.376179
b'0\r\n',1582884996.376179,1582884997.35477
b'1\r\n',1582884997.35477,1582884998.3814678
b'0\r\n',1582884998.3814678,1582884999.4158397
b'1\r\n',1582884999.4158397,1582885000.376267
b'0\r\n',1582885000.376267,1582885001.4077508
b'1\r\n',1582885001.4077508,1582885002.4357593
b'0\r\n',1582885002.4357593,1582885003.4112399
b'1\r\n',1582885003.4112399,1582885004.4314308
b'0\r\n',1582885004.4314308,1582885005.412724
b'1\r\n',1582885005.412724,1582885006.4435198
b'0\r\n',1582885006.4435198,1582885007.4688106
b'1\r\n',1582885007.4688106,1582885008.4497738
b'0\r\n',1582885008.4497738,1582885009.4692872
b'1\r\n',1582885009.4692872,1582885010.491403
b'0\r\n',1582885010.491403,1582885011.4801953
b'1\r\n',1582885011.4801953,1582885012.5014176
b'0\r\n',1582885012.5014176,1582885013.484339
b'1\r\n',1582885013.484339,1582885014.5018613
b'0\r\n',1582885014.5018613,1582885015.5339317
b'1\r\n',1582885015.5339317,1582885016.496954
b'0\r\n',1582885016.496954,1582885017.5382006
b'1\r\n',1582885017.5382006,1582885018.5469596
b'0\r\n',1582885018.5469596,1582885019.533962
b'1\r\n',1582885019.533962,1582885020.5605524
b'0\r\n',1582885020.5605524,1582885021.5342972
b'1\r\n',1582885021.5342972,1582885022.5683
b'0\r\n',1582885022.5683,1582885023.5969386
b'1\r\n',1582885023.5969386,1582885024.5716422
b'0\r\n',1582885024.5716422,1582885025.5903642
b'1\r\n',1582885025.5903642,1582885026.6268387
b'0\r\n',1582885026.6268387,1582885027.6406221
b'1\r\n',1582885027.6406221,1582885028.6174262
b'0\r\n',1582885028.6174262,1582885029.640831
b'1\r\n',1582885029.640831,1582885030.6220524
b'0\r\n',1582885030.6220524,1582885031.6572192
b'1\r\n',1582885031.6572192,1582885032.6720204
b'0\r\n',1582885032.6720204,1582885033.6465287
b'1\r\n',1582885033.6465287,1582885034.6756058
b'0\r\n',1582885034.6756058,1582885035.7046738
b'1\r\n',1582885035.7046738,1582885036.7348366
b'0\r\n',1582885036.7348366,1582885037.7128708
b'1\r\n',1582885037.7128708,1582885038.7399294
b'0\r\n',1582885038.7399294,1582885039.7071292
b'1\r\n',1582885039.7071292,1582885040.738901
b'0\r\n',1582885040.738901,1582885041.7671018
b'1\r\n',1582885041.7671018,1582885042.7358212
b'0\r\n',1582885042.7358212,1582885043.7617152
b'1\r\n',1582885043.7617152,1582885044.7969444
b'0\r\n',1582885044.7969444,1582885045.815097
b'1\r\n',1582885045.815097,1582885046.8019493
b'0\r\n',1582885046.8019493,1582885047.81916
b'1\r\n',1582885047.81916,1582885048.8389676
b'0\r\n',1582885048.8389676,1582885049.8206637
b'1\r\n',1582885049.8206637,1582885050.854629
b'0\r\n',1582885050.854629,1582885051.8358505
b'1\r\n',1582885051.8358505,1582885052.8539684
b'0\r\n',1582885052.8539684,1582885053.8348782
b'1\r\n',1582885053.8348782,1582885054.8572688
b'0\r\n',1582885054.8572688,1582885055.8803883
b'1\r\n',1582885055.8803883,1582885056.8688517
b'0\r\n',1582885056.8688517,1582885057.892853
b'1\r\n',1582885057.892853,1582885058.8637493
b'0\r\n',1582885058.8637493,1582885059.896836
b'1\r\n',1582885059.896836,1582885060.8660636
b'0\r\n',1582885060.8660636,1582885061.902892
b'1\r\n',1582885061.902892,1582885062.8675678
b'0\r\n',1582885062.8675678,1582885063.8955574
b'1\r\n',1582885063.8955574,1582885064.8756804
b'0\r\n',1582885064.8756804,1582885065.891846
b'1\r\n',1582885065.891846,1582885066.9189794
b'0\r\n',1582885066.9189794,1582885067.9518743
b'1\r\n',1582885067.9518743,1582885068.9187257
b'0\r\n',1582885068.9187257,1582885069.9461954
b'1\r\n',1582885069.9461954,1582885070.9307437
b'0\r\n',1582885070.9307437,1582885071.9638653
b'1\r\n',1582885071.9638653,1582885072.9277403
b'0\r\n',1582885072.9277403,1582885073.9520438
b'1\r\n',1582885073.9520438,1582885074.9959252
b'0\r\n',1582885074.9959252,1582885075.9581437
b'1\r\n',1582885075.9581437,1582885076.9919806
b'0\r\n',1582885076.9919806,1582885078.0228589
b'1\r\n',1582885078.0228589,1582885079.000898
b'0\r\n',1582885079.000898,1582885080.0178304
b'1\r\n',1582885080.0178304,1582885080.999818
b'0\r\n',1582885080.999818,1582885082.0201626
b'1\r\n',1582885082.0201626,1582885082.9895725
b'0\r\n',1582885082.9895725,1582885084.0264156
b'1\r\n',1582885084.0264156,1582885085.0599275
b'0\r\n',1582885085.0599275,1582885086.0323527
b'1\r\n',1582885086.0323527,1582885087.0497472
b'0\r\n',1582885087.0497472,1582885088.0760493
b'1\r\n',1582885088.0760493,1582885089.057391
b'0\r\n',1582885089.057391,1582885090.0812566
b'1\r\n',1582885090.0812566,1582885091.0565672
b'0\r\n',1582885091.0565672,1582885092.0878234
b'1\r\n',1582885092.0878234,1582885093.1115596
b'0\r\n',1582885093.1115596,1582885094.086988
b'1\r\n',1582885094.086988,1582885095.1141224
b'0\r\n',1582885095.1141224,1582885096.09801
b'1\r\n',1582885096.09801,1582885097.1269922
b'0\r\n',1582885097.1269922,1582885098.1353645
b'1\r\n',1582885098.1353645,1582885099.1329343
b'0\r\n',1582885099.1329343,1582885100.1529913
b'1\r\n',1582885100.1529913,1582885101.1222413
b'0\r\n',1582885101.1222413,1582885102.1580296
b'1\r\n',1582885102.1580296,1582885103.1400082
b'0\r\n',1582885103.1400082,1582885104.1789258
b'1\r\n',1582885104.1789258,1582885105.175839
b'0\r\n',1582885105.175839,1582885106.1582348
b'1\r\n',1582885106.1582348,1582885107.1765206
b'0\r\n',1582885107.1765206,1582885108.1625974
b'1\r\n',1582885108.1625974,1582885109.1816885
b'0\r\n',1582885109.1816885,1582885110.2003603
b'1\r\n',1582885110.2003603,1582885111.1800766
b'0\r\n',1582885111.1800766,1582885112.2024844
b'1\r\n',1582885112.2024844,1582885113.2372172
b'0\r\n',1582885113.2372172,1582885114.2210143
b'1\r\n',1582885114.2210143,1582885115.2421038
b'0\r\n',1582885115.2421038,1582885116.2164469
b'1\r\n',1582885116.2164469,1582885117.2419193
b'0\r\n',1582885117.2419193,1582885118.2779298
b'1\r\n',1582885118.2779298,1582885119.2479804
b'0\r\n',1582885119.2479804,1582885120.2786083
b'1\r\n',1582885120.2786083,1582885121.301283
b'0\r\n',1582885121.301283,1582885122.271197
b'1\r\n',1582885122.271197,1582885123.2992022
b'0\r\n',1582885123.2992022,1582885124.2890096
b'1\r\n',1582885124.2890096,1582885125.3119428
b'0\r\n',1582885125.3119428,1582885126.323301
b'1\r\n',1582885126.323301,1582885127.3013089
b'0\r\n',1582885127.3013089,1582885128.3311768
b'1\r\n',1582885128.3311768,1582885129.3529797
b'0\r\n',1582885129.3529797,1582885130.3389537
b'1\r\n',1582885130.3389537,1582885131.3657358
b'0\r\n',1582885131.3657358,1582885132.3877664
b'1\r\n',1582885132.3877664,1582885133.3714204
b'0\r\n',1582885133.3714204,1582885134.3932297
b'1\r\n',1582885134.3932297,1582885135.362742
b'0\r\n',1582885135.362742,1582885136.3955083
b'1\r\n',1582885136.3955083,1582885137.3714917
b'0\r\n',1582885137.3714917,1582885138.3973212
b'1\r\n',1582885138.3973212,1582885139.4325845
b'0\r\n',1582885139.4325845,1582885140.4119196
b'1\r\n',1582885140.4119196,1582885141.4326038
b'0\r\n',1582885141.4326038,1582885142.413114
b'1\r\n',1582885142.413114,1582885143.424564
b'0\r\n',1582885143.424564,1582885144.449792
b'1\r\n',1582885144.449792,1582885145.4264758
b'0\r\n',1582885145.4264758,1582885146.4621375
b'1\r\n',1582885146.4621375,1582885147.4831488
b'0\r\n',1582885147.4831488,1582885148.4638886
b'1\r\n',1582885148.4638886,1582885149.4908433
b'0\r\n',1582885149.4908433,1582885150.46318
b'1\r\n',1582885150.46318,1582885151.5002208
b'0\r\n',1582885151.5002208,1582885152.5128193
b'1\r\n',1582885152.5128193,1582885153.5437908
b'0\r\n',1582885153.5437908,1582885154.521789
b'1\r\n',1582885154.521789,1582885155.5448909
b'0\r\n',1582885155.5448909,1582885156.5227878
b'1\r\n',1582885156.5227878,1582885157.5505114
b'0\r\n',1582885157.5505114,1582885158.5802002
b'1\r\n',1582885158.5802002,1582885159.5492673
b'0\r\n',1582885159.5492673,1582885160.588167
b'1\r\n',1582885160.588167,1582885161.608438
b'0\r\n',1582885161.608438,1582885162.6304755
b'1\r\n',1582885162.6304755,1582885163.618906
b'0\r\n',1582885163.618906,1582885164.6396632
b'1\r\n',1582885164.6396632,1582885165.6085875
b'0\r\n',1582885165.6085875,1582885166.629795
b'1\r\n',1582885166.629795,1582885167.6649516
b'0\r\n',1582885167.6649516,1582885168.641458
b'1\r\n',1582885168.641458,1582885169.6710029
b'0\r\n',1582885169.6710029,1582885170.695969
b'1\r\n',1582885170.695969,1582885171.6789696
b'0\r\n',1582885171.6789696,1582885172.690115
b'1\r\n',1582885172.690115,1582885173.7310462
b'0\r\n',1582885173.7310462,1582885174.7079868
b'1\r\n',1582885174.7079868,1582885175.721685
b'0\r\n',1582885175.721685,1582885176.7546413
b'1\r\n',1582885176.7546413,1582885177.7295692
b'0\r\n',1582885177.7295692,1582885178.7483888
b'1\r\n',1582885178.7483888,1582885179.7324212
b'0\r\n',1582885179.7324212,1582885180.7513545
b'1\r\n',1582885180.7513545,1582885181.7258956
b'0\r\n',1582885181.7258956,1582885182.7509842
b'1\r\n',1582885182.7509842,1582885183.7820315
b'0\r\n',1582885183.7820315,1582885184.7539213
b'1\r\n',1582885184.7539213,1582885185.7967489
b'0\r\n',1582885185.7967489,1582885186.8227735
b'1\r\n',1582885186.8227735,1582885187.7850828
b'0\r\n',1582885187.800241,1582885188.8133404
b'1\r\n',1582885188.8133404,1582885189.8368013
b'0\r\n',1582885189.8368013,1582885190.808827
b'1\r\n',1582885190.808827,1582885191.8454838
b'0\r\n',1582885191.8454838,1582885192.867685
b'1\r\n',1582885192.867685,1582885193.8514438
b'0\r\n',1582885193.8514438,1582885194.8710022
b'1\r\n',1582885194.8710022,1582885195.8610613
b'0\r\n',1582885195.8610613,1582885196.877695
b'1\r\n',1582885196.877695,1582885197.8537369
b'0\r\n',1582885197.8537369,1582885198.872466
b'1\r\n',1582885198.872466,1582885199.864142
b'0\r\n',1582885199.864142,1582885200.8900719
b'1\r\n',1582885200.8900719,1582885201.9026947
b'0\r\n',1582885201.9026947,1582885202.8847265
b'1\r\n',1582885202.8847265,1582885203.913631
b'0\r\n',1582885203.913631,1582885204.929089
b'1\r\n',1582885204.929089,1582885205.9064193
b'0\r\n',1582885205.9064193,1582885206.9365642
b'1\r\n',1582885206.9365642,1582885207.9701784
b'0\r\n',1582885207.9701784,1582885208.9860399
b'1\r\n',1582885208.9860399,1582885209.9583447
b'0\r\n',1582885209.9583447,1582885211.0019326
b'1\r\n',1582885211.0019326,1582885211.9711664
b'0\r\n',1582885211.9711664,1582885213.000895
b'1\r\n',1582885213.000895,1582885214.0176969
b'0\r\n',1582885214.0176969,1582885215.0010517
b'1\r\n',1582885215.0010517,1582885216.0298011
b'0\r\n',1582885216.0298011,1582885217.0111449
b'1\r\n',1582885217.0111449,1582885218.0205402
b'0\r\n',1582885218.0205402,1582885219.0510724
b'1\r\n',1582885219.0510724,1582885220.0221188
b'0\r\n',1582885220.0221188,1582885221.0555224
b'1\r\n',1582885221.0555224,1582885222.0330884
b'0\r\n',1582885222.0330884,1582885223.0489855
b'1\r\n',1582885223.0489855,1582885224.0799327
b'0\r\n',1582885224.0799327,1582885225.0547168
b'1\r\n',1582885225.0547168,1582885226.0890114
b'0\r\n',1582885226.0892234,1582885227.1014717
b'1\r\n',1582885227.1014717,1582885228.0838895
b'0\r\n',1582885228.0838895,1582885229.1133406
b'1\r\n',1582885229.1133406,1582885230.138288
b'0\r\n',1582885230.138288,1582885231.1180933
b'1\r\n',1582885231.1180933,1582885232.1441722
b'0\r\n',1582885232.1441722,1582885233.1095004
b'1\r\n',1582885233.1095004,1582885234.1372619
b'0\r\n',1582885234.1372619,1582885235.159636
b'1\r\n',1582885235.159636,1582885236.148967
b'0\r\n',1582885236.148967,1582885237.1687362
b'1\r\n',1582885237.1687362,1582885238.1918724
b'0\r\n',1582885238.1918724,1582885239.1770334
b'1\r\n',1582885239.1770334,1582885240.192043
b'0\r\n',1582885240.192043,1582885241.1791627
b'1\r\n',1582885241.1791627,1582885242.2031124
b'0\r\n',1582885242.2031124,1582885243.1694238
b'1\r\n',1582885243.1694238,1582885244.1942208
b'0\r\n',1582885244.1942208,1582885245.2248774
b'1\r\n',1582885245.2248774,1582885246.1933398
b'0\r\n',1582885246.1933398,1582885247.2250948
b'1\r\n',1582885247.2250948,1582885248.2020724
b'0\r\n',1582885248.2020724,1582885249.23614
b'1\r\n',1582885249.23614,1582885250.2545779
b'0\r\n',1582885250.2545779,1582885251.2361057
b'1\r\n',1582885251.2361057,1582885252.254141
b'0\r\n',1582885252.254141,1582885253.2761405
b'1\r\n',1582885253.2761405,1582885254.261047
b'0\r\n',1582885254.261047,1582885255.2919273
b'1\r\n',1582885255.2919273,1582885256.3019307
b'0\r\n',1582885256.3019307,1582885257.2894452
b'1\r\n',1582885257.2894452,1582885258.3138397
b'0\r\n',1582885258.3138397,1582885259.3481507
b'1\r\n',1582885259.3481507,1582885260.3127434
b'0\r\n',1582885260.3127434,1582885261.3358023
b'1\r\n',1582885261.3358023,1582885262.3705878
b'0\r\n',1582885262.3705878,1582885263.336331
b'1\r\n',1582885263.336331,1582885264.3624465
b'0\r\n',1582885264.3624465,1582885265.3862581
b'1\r\n',1582885265.3862581,1582885266.365508
b'0\r\n',1582885266.365508,1582885267.397536
b'1\r\n',1582885267.397536,1582885268.4165862
b'0\r\n',1582885268.4165862,1582885269.4080477
b'1\r\n',1582885269.4080477,1582885270.4276383
b'0\r\n',1582885270.4276383,1582885271.4040868
b'1\r\n',1582885271.4040868,1582885272.4256296
b'0\r\n',1582885272.4256296,1582885273.4010115
b'1\r\n',1582885273.4010115,1582885274.4279683
b'0\r\n',1582885274.4279683,1582885275.4621298
b'1\r\n',1582885275.4621298,1582885276.4304852
b'0\r\n',1582885276.4304852,1582885277.4521537
b'1\r\n',1582885277.4521537,1582885278.4745362
b'0\r\n',1582885278.4745362,1582885279.4593852
b'1\r\n',1582885279.4593852,1582885280.4790454
b'0\r\n',1582885280.4790454,1582885281.4641035
b'1\r\n',1582885281.4641035,1582885282.4938023
b'0\r\n',1582885282.4938023,1582885283.5142722
b'1\r\n',1582885283.5142722,1582885284.4854631
b'0\r\n',1582885284.4854631,1582885285.507338
b'1\r\n',1582885285.507338,1582885286.4850805
b'0\r\n',1582885286.4850805,1582885287.5112605
b'1\r\n',1582885287.5112605,1582885288.5426438
b'0\r\n',1582885288.5426438,1582885289.5665903
b'1\r\n',1582885289.5665903,1582885290.553152
b'0\r\n',1582885290.553152,1582885291.564103
b'1\r\n',1582885291.564103,1582885292.5402598
b'0\r\n',1582885292.5402598,1582885293.5795314
b'1\r\n',1582885293.5795314,1582885294.6006954
b'0\r\n',1582885294.6006954,1582885295.5740275
b'1\r\n',1582885295.5740275,1582885296.5994384
b'0\r\n',1582885296.5994384,1582885297.630032
b'1\r\n',1582885297.630032,1582885298.6064334
b'0\r\n',1582885298.6064334,1582885299.6356957
b'1\r\n',1582885299.6356957,1582885300.6431754
b'0\r\n',1582885300.6431754,1582885301.6229784
b'1\r\n',1582885301.6229784,1582885302.666662
b'0\r\n',1582885302.666662,1582885303.6910775
b'1\r\n',1582885303.6910775,1582885304.667083
b'0\r\n',1582885304.667083,1582885305.6913645
b'1\r\n',1582885305.6913645,1582885306.7115064
b'0\r\n',1582885306.7115064,1582885307.691854
b'1\r\n',1582885307.691854,1582885308.7109232
b'0\r\n',1582885308.7109232,1582885309.6840768
b'1\r\n',1582885309.6840768,1582885310.720697
b'0\r\n',1582885310.720697,1582885311.6855145
b'1\r\n',1582885311.6855145,1582885312.71638
b'0\r\n',1582885312.71638,1582885313.7030828
b'1\r\n',1582885313.7030828,1582885314.729052
b'0\r\n',1582885314.729052,1582885315.741411
b'1\r\n',1582885315.741411,1582885316.7219992
b'0\r\n',1582885316.7219992,1582885317.743672
b'1\r\n',1582885317.743672,1582885318.7803636
b'0\r\n',1582885318.7803636,1582885319.8088474
b'1\r\n',1582885319.8088474,1582885320.777379
b'0\r\n',1582885320.777379,1582885321.803731
b'1\r\n',1582885321.803731,1582885322.7925246
b'0\r\n',1582885322.7925246,1582885323.7986758
b'1\r\n',1582885323.7986758,1582885324.828123
b'0\r\n',1582885324.828123,1582885325.8509772
b'1\r\n',1582885325.8509772,1582885326.831823
b'0\r\n',1582885326.831823,1582885327.861873
b'1\r\n',1582885327.861873,1582885328.89869
b'0\r\n',1582885328.89869,1582885329.8630495
b'1\r\n',1582885329.8630495,1582885330.8865187
b'0\r\n',1582885330.8865187,1582885331.871097
b'1\r\n',1582885331.871097,1582885332.8882122
b'0\r\n',1582885332.8882122,1582885333.8711722
b'1\r\n',1582885333.8711722,1582885334.8956451
b'0\r\n',1582885334.8956451,1582885335.9261029
b'1\r\n',1582885335.9261029,1582885336.9006562
b'0\r\n',1582885336.9006562,1582885337.9301069
b'1\r\n',1582885337.9301069,1582885338.9468124
b'0\r\n',1582885338.9468124,1582885339.9770758
b'1\r\n',1582885339.9770758,1582885340.9509375
b'0\r\n',1582885340.9509375,1582885341.9730818
b'1\r\n',1582885341.9730818,1582885343.0046782
b'0\r\n',1582885343.0046782,1582885343.9717197
b'1\r\n',1582885343.9717197,1582885345.0091088
b'0\r\n',1582885345.0091088,1582885346.0317926
b'1\r\n',1582885346.0317926,1582885346.99998
b'0\r\n',1582885346.99998,1582885348.0239499
b'1\r\n',1582885348.0239499,1582885349.0094037
b'0\r\n',1582885349.0094037,1582885350.0363832
b'1\r\n',1582885350.0363832,1582885351.0638497
b'0\r\n',1582885351.0638497,1582885352.035412
b'1\r\n',1582885352.035412,1582885353.070463
b'0\r\n',1582885353.070463,1582885354.0796607
b'1\r\n',1582885354.0796607,1582885355.063929
b'0\r\n',1582885355.063929,1582885356.1000834
b'1\r\n',1582885356.1000834,1582885357.0609424
b'0\r\n',1582885357.0609424,1582885358.0908973
b'1\r\n',1582885358.0908973,1582885359.116646
b'0\r\n',1582885359.116646,1582885360.0994997
b'1\r\n',1582885360.0994997,1582885361.1206794
b'0\r\n',1582885361.1206794,1582885362.102536
b'1\r\n',1582885362.102536,1582885363.1241734
b'0\r\n',1582885363.1241734,1582885364.14466
b'1\r\n',1582885364.14466,1582885365.1311913
b'0\r\n',1582885365.1311913,1582885366.1504517
b'1\r\n',1582885366.1504517,1582885367.177315
b'0\r\n',1582885367.177315,1582885368.1591327
b'1\r\n',1582885368.1591327,1582885369.1831288
b'0\r\n',1582885369.1831288,1582885370.206382
b'1\r\n',1582885370.206382,1582885371.1833432
b'0\r\n',1582885371.1833432,1582885372.2054265
b'1\r\n',1582885372.2054265,1582885373.186661
b'0\r\n',1582885373.186661,1582885374.218171
b'1\r\n',1582885374.218171,1582885375.1868935
b'0\r\n',1582885375.1868935,1582885376.2108796
b'1\r\n',1582885376.2108796,1582885377.2405162
b'0\r\n',1582885377.2405162,1582885378.2221413
b'1\r\n',1582885378.2221413,1582885379.2406456
b'0\r\n',1582885379.2406456,1582885380.2650676
b'1\r\n',1582885380.2650676,1582885381.2383213
b'0\r\n',1582885381.2383213,1582885382.2601745
b'1\r\n',1582885382.2601745,1582885383.2358327
b'0\r\n',1582885383.2358327,1582885384.2735808
b'1\r\n',1582885384.2735808,1582885385.2983465
b'0\r\n',1582885385.2983465,1582885386.2779148
b'1\r\n',1582885386.2779148,1582885387.299065
b'0\r\n',1582885387.299065,1582885388.2859101
b'1\r\n',1582885388.2859101,1582885389.2969334
b'0\r\n',1582885389.2969334,1582885390.3245244
b'1\r\n',1582885390.3245244,1582885391.3133316
b'0\r\n',1582885391.3133316,1582885392.3266954
b'1\r\n',1582885392.3266954,1582885393.363292
b'0\r\n',1582885393.363292,1582885394.336246
b'1\r\n',1582885394.336246,1582885395.3672156
b'0\r\n',1582885395.3672156,1582885396.332582
b'1\r\n',1582885396.332582,1582885397.3736062
b'0\r\n',1582885397.3736062,1582885398.382845
b'1\r\n',1582885398.382845,1582885399.3709066
b'0\r\n',1582885399.3709066,1582885400.396555
b'1\r\n',1582885400.396555,1582885401.4191716
b'0\r\n',1582885401.4191716,1582885402.3904853
b'1\r\n',1582885402.3904853,1582885403.4241555
b'0\r\n',1582885403.4241555,1582885404.4551234
b'1\r\n',1582885404.4551234,1582885405.4252899
b'0\r\n',1582885405.4252899,1582885406.4451754
b'1\r\n',1582885406.4451754,1582885407.4753609
b'0\r\n',1582885407.4753609,1582885408.4515457
b'1\r\n',1582885408.4515457,1582885409.486114
b'0\r\n',1582885409.486114,1582885410.458347
b'1\r\n',1582885410.458347,1582885411.4702387
b'0\r\n',1582885411.4702387,1582885412.506264
b'1\r\n',1582885412.506264,1582885413.4780607
b'0\r\n',1582885413.4780607,1582885414.5102665
b'1\r\n',1582885414.5102665,1582885415.532114
b'0\r\n',1582885415.532114,1582885416.5232434
b'1\r\n',1582885416.5232434,1582885417.5343757
b'0\r\n',1582885417.5343757,1582885418.5627563
b'1\r\n',1582885418.5627563,1582885419.5452034
b'0\r\n',1582885419.5452034,1582885420.5698278
b'1\r\n',1582885420.5698278,1582885421.5939012
b'0\r\n',1582885421.5939012,1582885422.5690506
b'1\r\n',1582885422.5690506,1582885423.6057994
b'0\r\n',1582885423.6057994,1582885424.5771255
b'1\r\n',1582885424.5771255,1582885425.6069682
b'0\r\n',1582885425.6069682,1582885426.6259713
b'1\r\n',1582885426.6259713,1582885427.5957057
b'0\r\n',1582885427.5957057,1582885428.621819
b'1\r\n',1582885428.621819,1582885429.6084125
b'0\r\n',1582885429.6084125,1582885430.636437
b'1\r\n',1582885430.636437,1582885431.6497204
b'0\r\n',1582885431.6497204,1582885432.6396682
b'1\r\n',1582885432.6396682,1582885433.6652515
b'0\r\n',1582885433.6652515,1582885434.6459608
b'1\r\n',1582885434.6459608,1582885435.6603427
b'0\r\n',1582885435.6603427,1582885436.682204
b'1\r\n',1582885436.682204,1582885437.6721787
b'0\r\n',1582885437.6721787,1582885438.695179
b'1\r\n',1582885438.695179,1582885439.672786
b'0\r\n',1582885439.672786,1582885440.7008202
b'1\r\n',1582885440.7008202,1582885441.7272434
b'0\r\n',1582885441.7272434,1582885442.7018056
b'1\r\n',1582885442.7018056,1582885443.7312596
b'0\r\n',1582885443.7312596,1582885444.757189
b'1\r\n',1582885444.757189,1582885445.7254546
b'0\r\n',1582885445.7254546,1582885446.7400074
b'1\r\n',1582885446.7400074,1582885447.7719839
b'0\r\n',1582885447.7719839,1582885448.7551868
b'1\r\n',1582885448.7551868,1582885449.76774
b'0\r\n',1582885449.76774,1582885450.7991457
b'1\r\n',1582885450.7991457,1582885451.7795365
b'0\r\n',1582885451.7795365,1582885452.8110483
b'1\r\n',1582885452.8110483,1582885453.7862668
b'0\r\n',1582885453.7862668,1582885454.802411
b'1\r\n',1582885454.802411,1582885455.7743006
b'0\r\n',1582885455.7743006,1582885456.8122675
b'1\r\n',1582885456.8122675,1582885457.8318365
b'0\r\n',1582885457.8318365,1582885458.8047764
b'1\r\n',1582885458.8047764,1582885459.8388417
b'0\r\n',1582885459.8388417,1582885460.809739
b'1\r\n',1582885460.809739,1582885461.84096
b'0\r\n',1582885461.84096,1582885462.8626988
b'1\r\n',1582885462.8626988,1582885463.834301
b'0\r\n',1582885463.834301,1582885464.8692203
b'1\r\n',1582885464.8692203,1582885465.8340428
b'0\r\n',1582885465.8340428,1582885466.866825
b'1\r\n',1582885466.866825,1582885467.8879871
b'0\r\n',1582885467.8879871,1582885468.9231102
b'1\r\n',1582885468.9231102,1582885469.8860328
b'0\r\n',1582885469.8860328,1582885470.925177
b'1\r\n',1582885470.925177,1582885471.891177
b'0\r\n',1582885471.891177,1582885472.9129562
b'1\r\n',1582885472.9129562,1582885473.9511716
b'0\r\n',1582885473.9511716,1582885474.9271708
b'1\r\n',1582885474.9271708,1582885475.9512057
b'0\r\n',1582885475.9512057,1582885476.9737897
b'1\r\n',1582885476.9737897,1582885477.9525406
b'0\r\n',1582885477.9525406,1582885478.981191
b'1\r\n',1582885478.981191,1582885479.9944518
b'0\r\n',1582885479.9944518,1582885480.9703321
b'1\r\n',1582885480.9703321,1582885481.9974673
b'0\r\n',1582885481.9974673,1582885483.0268087
b'1\r\n',1582885483.0268087,1582885484.001327
b'0\r\n',1582885484.001327,1582885485.0334194
b'1\r\n',1582885485.0334194,1582885486.047325
b'0\r\n',1582885486.047325,1582885487.032495
b'1\r\n',1582885487.032495,1582885488.054255
b'0\r\n',1582885488.054255,1582885489.0829513
b'1\r\n',1582885489.0829513,1582885490.067222
b'0\r\n',1582885490.067222,1582885491.0912247
b'1\r\n',1582885491.0912247,1582885492.0547733
b'0\r\n',1582885492.0547733,1582885493.0849144
b'1\r\n',1582885493.0849144,1582885494.106274
b'0\r\n',1582885494.106274,1582885495.0810912
b'1\r\n',1582885495.0810912,1582885496.1183045
b'0\r\n',1582885496.1183045,1582885497.1442988
b'1\r\n',1582885497.1442988,1582885498.1263845
b'0\r\n',1582885498.1263845,1582885499.149227
b'1\r\n',1582885499.149227,1582885500.1119041
b'0\r\n',1582885500.1119041,1582885501.1436338
b'1\r\n',1582885501.1436338,1582885502.1738973
b'0\r\n',1582885502.1738973,1582885503.1423526
b'1\r\n',1582885503.1423526,1582885504.1741726
b'0\r\n',1582885504.1741726,1582885505.1952581
b'1\r\n',1582885505.1952581,1582885506.1695623
b'0\r\n',1582885506.1695623,1582885507.2039626
b'1\r\n',1582885507.2039626,1582885508.1703718
b'0\r\n',1582885508.1703718,1582885509.2034628
b'1\r\n',1582885509.2034628,1582885510.232629
b'0\r\n',1582885510.232629,1582885511.1939023
b'1\r\n',1582885511.1939023,1582885512.2212837
b'0\r\n',1582885512.2212837,1582885513.1993337
b'1\r\n',1582885513.1993337,1582885514.2356539
b'0\r\n',1582885514.2356539,1582885515.256343
b'1\r\n',1582885515.256343,1582885516.2237124
b'0\r\n',1582885516.2237124,1582885517.2549481
b'1\r\n',1582885517.2549481,1582885518.241871
b'0\r\n',1582885518.241871,1582885519.267282
b'1\r\n',1582885519.267282,1582885520.2773762
b'0\r\n',1582885520.2773762,1582885521.2654164
b'1\r\n',1582885521.2654164,1582885522.2851872
b'0\r\n',1582885522.2851872,1582885523.2726507
b'1\r\n',1582885523.2726507,1582885524.2915215
b'0\r\n',1582885524.2915215,1582885525.2655313
b'1\r\n',1582885525.2655313,1582885526.2878985
