msg,before,after
b'',1582888787.8475206,1582888789.8504512
b'',1582888789.8504512,1582888791.8524756
b'',1582888791.8524756,1582888793.8562212
b'',1582888793.8562212,1582888795.861426
b'',1582888795.861426,1582888797.8719382
b'',1582888797.8719382,1582888799.8872745
b'',1582888799.8872745,1582888801.894562
b'',1582888801.894562,1582888803.9074378
b'',1582888803.9074378,1582888805.910879
b'',1582888805.910879,1582888807.9142778
b'',1582888807.9142778,1582888809.9277523
b'',1582888809.9277523,1582888811.936
b'',1582888811.936,1582888813.9420197
b'',1582888813.9420197,1582888815.9422047
b'',1582888815.9422047,1582888817.9537442
b'',1582888817.9537442,1582888819.965564
b'',1582888819.965564,1582888821.970337
b'',1582888821.970337,1582888823.9708338
b'',1582888823.9708338,1582888825.971994
b'',1582888825.971994,1582888827.9830034
b'',1582888827.9830034,1582888829.9925961
b'',1582888829.9925961,1582888831.9989135
b'',1582888831.9989135,1582888834.0011165
b'',1582888834.0011165,1582888836.0013502
b'',1582888836.0013502,1582888838.0078847
b'',1582888838.0078847,1582888840.0170267
b'',1582888840.0170267,1582888842.0192237
b'',1582888842.0192237,1582888844.0225759
b'',1582888844.0225759,1582888846.0322368
b'',1582888846.0322368,1582888848.0350897
b'',1582888848.0350897,1582888850.0466304
b'',1582888850.0466304,1582888852.057536
b'',1582888852.057536,1582888854.0690284
b'',1582888854.0690284,1582888856.073777
b'',1582888856.073777,1582888858.0814092
b'',1582888858.0814092,1582888860.0942304
b'',1582888860.0942304,1582888862.0965574
b'',1582888862.0965574,1582888864.0992708
b'',1582888864.0992708,1582888866.113062
b'',1582888866.113062,1582888868.118567
b'',1582888868.118567,1582888870.1330862
b'',1582888870.1330862,1582888872.1447337
b'',1582888872.1447337,1582888874.1448607
b'',1582888874.1448607,1582888876.15247
b'',1582888876.15247,1582888878.165351
b'',1582888878.165351,1582888880.168764
b'',1582888880.168764,1582888882.168797
b'',1582888882.168797,1582888884.1818306
b'',1582888884.1818306,1582888886.1849701
b'',1582888886.1849701,1582888888.189079
b'',1582888888.189079,1582888890.2042778
b'',1582888890.2042778,1582888892.2175345
b'',1582888892.2175345,1582888894.227187
b'',1582888894.227187,1582888896.2397804
b'',1582888896.2397804,1582888898.2549589
b'',1582888898.2549589,1582888900.2636063
b'',1582888900.2636063,1582888902.2768626
b'',1582888902.2768626,1582888904.2899494
b'',1582888904.2899494,1582888906.3136744
b'',1582888906.3136744,1582888908.3191566
b'',1582888908.3191566,1582888910.3321273
b'',1582888910.3321273,1582888912.342852
b'',1582888912.342852,1582888914.3536885
b'',1582888914.3536885,1582888916.3624496
b'',1582888916.3624496,1582888918.3738081
b'',1582888918.3738081,1582888920.3869667
b'',1582888920.3869667,1582888922.3882263
b'',1582888922.3882263,1582888924.3883183
b'',1582888924.3883183,1582888926.396157
b'',1582888926.396157,1582888928.401795
b'',1582888928.401795,1582888930.4107776
b'',1582888930.4107776,1582888932.4225688
b'',1582888932.4225688,1582888934.4258707
b'',1582888934.4258707,1582888936.4412298
b'',1582888936.4412298,1582888938.4544454
b'',1582888938.4544454,1582888940.456852
b'',1582888940.456852,1582888942.470849
b'',1582888942.470849,1582888944.4803555
b'',1582888944.4803555,1582888946.4917507
b'',1582888946.4917507,1582888948.4936564
b'',1582888948.4936564,1582888950.5024073
b'',1582888950.5024073,1582888952.5048323
b'',1582888952.5048323,1582888954.519292
b'',1582888954.519292,1582888956.5250852
b'',1582888956.5250852,1582888958.5347414
b'',1582888958.5347414,1582888960.5483732
b'',1582888960.5483732,1582888962.5493941
b'',1582888962.5493941,1582888964.5640206
b'',1582888964.5640206,1582888966.5770137
b'',1582888966.5770137,1582888968.579805
b'',1582888968.579805,1582888970.5937948
b'',1582888970.5937948,1582888972.5948691
b'',1582888972.5948691,1582888974.6002307
b'',1582888974.6002307,1582888976.6072824
b'',1582888976.6072824,1582888978.6222482
b'',1582888978.6222482,1582888980.6352375
b'',1582888980.6352375,1582888982.647295
b'',1582888982.647295,1582888984.6563928
b'',1582888984.6563928,1582888986.6660833
b'',1582888986.6660833,1582888988.6729515
b'',1582888988.6729515,1582888990.6807642
b'',1582888990.6807642,1582888992.6814876
b'',1582888992.6814876,1582888994.686902
b'',1582888994.686902,1582888996.7014637
b'',1582888996.7014637,1582888998.703577
b'',1582888998.703577,1582889000.7188423
b'',1582889000.7188423,1582889002.7251413
b'',1582889002.7251413,1582889004.7307873
b'',1582889004.7307873,1582889006.730966
b'',1582889006.730966,1582889008.732385
b'',1582889008.732385,1582889010.7359438
b'',1582889010.7359438,1582889012.7499676
b'',1582889012.7499676,1582889014.7517378
b'',1582889014.7517378,1582889016.7665188
b'',1582889016.7665188,1582889018.7706723
b'',1582889018.7706723,1582889020.7863705
b'',1582889020.7863705,1582889022.801339
b'',1582889022.801339,1582889024.806944
b'',1582889024.806944,1582889026.8101404
b'',1582889026.8101404,1582889028.8195956
b'',1582889028.8195956,1582889030.8307242
b'',1582889030.8307242,1582889032.831289
b'',1582889032.831289,1582889034.8351586
b'',1582889034.8351586,1582889036.8405874
b'',1582889036.8405874,1582889038.8459845
b'',1582889038.8459845,1582889040.846149
b'',1582889040.846149,1582889042.8463724
b'',1582889042.8463724,1582889044.8609266
b'',1582889044.8609266,1582889046.8662634
b'',1582889046.8662634,1582889048.8738406
b'',1582889048.8738406,1582889050.8865995
b'',1582889050.8865995,1582889052.8904119
b'',1582889052.8904119,1582889054.89269
b'',1582889054.89269,1582889056.9069073
b'',1582889056.9069073,1582889058.915454
b'',1582889058.915454,1582889060.925081
b'',1582889060.925081,1582889062.9272437
b'',1582889062.9272437,1582889064.9374409
b'',1582889064.9374409,1582889066.9525855
b'',1582889066.9525855,1582889068.9537754
b'',1582889068.9537754,1582889070.9540124
b'',1582889070.9540124,1582889072.9572053
b'',1582889072.9572053,1582889074.9687834
b'',1582889074.9687834,1582889076.981374
b'',1582889076.981374,1582889078.982528
b'',1582889078.982528,1582889080.9952197
b'',1582889080.9952197,1582889082.997306
b'',1582889082.997306,1582889085.002003
b'',1582889085.002003,1582889087.0099175
b'',1582889087.0099175,1582889089.0188832
b'',1582889089.0188832,1582889091.0191953
b'',1582889091.0191953,1582889093.029208
b'',1582889093.029208,1582889095.037247
b'',1582889095.037247,1582889097.0427892
b'',1582889097.0427892,1582889099.0526795
b'',1582889099.0526795,1582889101.0626516
b'',1582889101.0626516,1582889103.0630078
b'',1582889103.0630078,1582889105.0663621
b'',1582889105.0663621,1582889107.0694454
b'',1582889107.0694454,1582889109.0728784
b'',1582889109.0728784,1582889111.0840914
b'',1582889111.0840914,1582889113.0877292
b'',1582889113.0877292,1582889115.0944202
b'',1582889115.0944202,1582889117.0963194
b'',1582889117.0963194,1582889119.101234
b'',1582889119.101234,1582889121.1138253
b'',1582889121.1138253,1582889123.1261058
b'',1582889123.1261058,1582889125.1351895
b'',1582889125.1351895,1582889127.1416192
b'',1582889127.1416192,1582889129.1540334
b'',1582889129.1540334,1582889131.1596863
b'',1582889131.1596863,1582889133.1687753
b'',1582889133.1687753,1582889135.1813035
b'',1582889135.1813035,1582889137.1951382
b'',1582889137.1951382,1582889139.1993048
b'',1582889139.1993048,1582889141.2042096
b'',1582889141.2042096,1582889143.2144182
b'',1582889143.2144182,1582889145.226915
b'',1582889145.226915,1582889147.2271533
b'',1582889147.2271533,1582889149.230382
b'',1582889149.230382,1582889151.2390757
b'',1582889151.2390757,1582889153.2415245
b'',1582889153.2415245,1582889155.24392
b'',1582889155.24392,1582889157.2525713
b'',1582889157.2525713,1582889159.2599998
b'',1582889159.2599998,1582889161.2629619
b'',1582889161.2629619,1582889163.263329
b'',1582889163.263329,1582889165.2708483
b'',1582889165.2708483,1582889167.2826006
b'',1582889167.2826006,1582889169.2870882
b'',1582889169.2870882,1582889171.2938921
b'',1582889171.2938921,1582889173.3071585
b'',1582889173.3071585,1582889175.315981
b'',1582889175.315981,1582889177.323718
b'',1582889177.323718,1582889179.3351173
b'',1582889179.3351173,1582889181.3404605
b'',1582889181.3404605,1582889183.3545897
b'',1582889183.3545897,1582889185.3610642
b'',1582889185.3610642,1582889187.363534
b'',1582889187.363534,1582889189.3658385
b'',1582889189.3658385,1582889191.3752997
b'',1582889191.3752997,1582889193.3900678
b'',1582889193.3900678,1582889195.4019036
b'',1582889195.4019036,1582889197.4045672
b'',1582889197.4045672,1582889199.419321
b'',1582889199.419321,1582889201.429749
b'',1582889201.429749,1582889203.4299705
b'',1582889203.4299705,1582889205.4348202
b'',1582889205.4348202,1582889207.4437995
b'',1582889207.4437995,1582889209.4671218
b'',1582889209.4671218,1582889211.4713047
b'',1582889211.4713047,1582889213.4722528
b'',1582889213.4722528,1582889215.481981
b'',1582889215.481981,1582889217.4839687
b'',1582889217.4839687,1582889219.4919918
b'',1582889219.4919918,1582889221.5020545
b'',1582889221.5020545,1582889223.5068154
b'',1582889223.5068154,1582889225.5169263
b'',1582889225.5169263,1582889227.5232186
b'',1582889227.5232186,1582889229.5267863
b'',1582889229.5267863,1582889231.5270154
b'',1582889231.5270154,1582889233.5375786
b'',1582889233.5375786,1582889235.5378163
b'',1582889235.5378163,1582889237.5506048
b'',1582889237.5506048,1582889239.5571032
b'',1582889239.5571032,1582889241.5669653
b'',1582889241.5669653,1582889243.578349
b'',1582889243.578349,1582889245.593958
b'',1582889245.593958,1582889247.59432
b'',1582889247.59432,1582889249.600383
b'',1582889249.600383,1582889251.61033
b'',1582889251.61033,1582889253.622188
b'',1582889253.622188,1582889255.631519
b'',1582889255.631519,1582889257.6401012
b'',1582889257.6401012,1582889259.644329
b'',1582889259.644329,1582889261.6445632
b'',1582889261.6445632,1582889263.6490898
b'',1582889263.6490898,1582889265.650124
b'',1582889265.650124,1582889267.6583173
b'',1582889267.6583173,1582889269.658557
b'',1582889269.658557,1582889271.6732066
b'',1582889271.6732066,1582889273.6769767
b'',1582889273.6769767,1582889275.6861806
b'',1582889275.6861806,1582889277.69095
b'',1582889277.69095,1582889279.6957288
b'',1582889279.6957288,1582889281.7056518
b'',1582889281.7056518,1582889283.717824
b'',1582889283.717824,1582889285.732107
b'',1582889285.732107,1582889287.7474542
b'',1582889287.7474542,1582889289.7594633
b'',1582889289.7594633,1582889291.7616305
b'',1582889291.7616305,1582889293.767785
b'',1582889293.767785,1582889295.7776554
b'',1582889295.7776554,1582889297.784909
b'',1582889297.784909,1582889299.7943723
b'',1582889299.7943723,1582889301.8090174
b'',1582889301.8090174,1582889303.8091984
b'',1582889303.8091984,1582889305.8207443
b'',1582889305.8207443,1582889307.8353467
b'',1582889307.8353467,1582889309.8358178
b'',1582889309.8358178,1582889311.8418362
b'',1582889311.8418362,1582889313.85736
b'',1582889313.85736,1582889315.8653393
b'',1582889315.8653393,1582889317.8806112
b'',1582889317.8806112,1582889319.8911
b'',1582889319.8911,1582889321.8956456
b'',1582889321.8956456,1582889323.9050004
b'',1582889323.9050004,1582889325.9187264
b'',1582889325.9187264,1582889327.9296894
b'',1582889327.9296894,1582889329.9415777
b'',1582889329.9415777,1582889331.9549048
b'',1582889331.9549048,1582889333.9596653
b'',1582889333.9596653,1582889335.9742165
b'',1582889335.9742165,1582889337.9895184
b'',1582889337.9895184,1582889340.0014038
b'',1582889340.0014038,1582889342.015291
b'',1582889342.015291,1582889344.0299635
b'',1582889344.0299635,1582889346.034959
b'',1582889346.034959,1582889348.0396545
b'',1582889348.0396545,1582889350.0430696
b'',1582889350.0430696,1582889352.057456
b'',1582889352.057456,1582889354.0596063
b'',1582889354.0596063,1582889356.0662458
b'',1582889356.0662458,1582889358.0761347
b'',1582889358.0761347,1582889360.081243
b'',1582889360.081243,1582889362.1001654
b'',1582889362.1001654,1582889364.1105585
b'',1582889364.1105585,1582889366.1213434
b'',1582889366.1213434,1582889368.1280656
b'',1582889368.1280656,1582889370.1314256
b'',1582889370.1314256,1582889372.1420596
b'',1582889372.1420596,1582889374.1428342
b'',1582889374.1428342,1582889376.1430738
b'',1582889376.1430738,1582889378.1573133
b'',1582889378.1573133,1582889380.159264
b'',1582889380.159264,1582889382.173328
b'',1582889382.173328,1582889384.1819832
b'',1582889384.1819832,1582889386.1847618
b'',1582889386.1847618,1582889388.190218
b'',1582889388.190218,1582889390.1987104
b'',1582889390.1987104,1582889392.2007153
b'',1582889392.2007153,1582889394.213433
b'',1582889394.213433,1582889396.2271595
b'',1582889396.2271595,1582889398.233761
b'',1582889398.233761,1582889400.2363422
b'',1582889400.2363422,1582889402.2506473
b'',1582889402.2506473,1582889404.2649128
b'',1582889404.2649128,1582889406.2657156
b'',1582889406.2657156,1582889408.2756042
b'',1582889408.2756042,1582889410.2814236
b'',1582889410.2814236,1582889412.2931178
b'',1582889412.2931178,1582889414.2970762
b'',1582889414.2970762,1582889416.3038292
b'',1582889416.3038292,1582889418.3162935
b'',1582889418.3162935,1582889420.3299282
b'',1582889420.3299282,1582889422.3409858
b'',1582889422.3409858,1582889424.345954
b'',1582889424.345954,1582889426.3531537
b'',1582889426.3531537,1582889428.3610673
b'',1582889428.3610673,1582889430.3718204
b'',1582889430.3718204,1582889432.3754113
b'',1582889432.3754113,1582889434.3777308
b'',1582889434.3777308,1582889436.3892999
b'',1582889436.3892999,1582889438.403126
b'',1582889438.403126,1582889440.412708
b'',1582889440.412708,1582889442.4233756
b'',1582889442.4233756,1582889444.427965
b'',1582889444.427965,1582889446.4413562
b'',1582889446.4413562,1582889448.45029
b'',1582889448.45029,1582889450.458397
b'',1582889450.458397,1582889452.4717922
b'',1582889452.4717922,1582889454.4720297
b'',1582889454.4720297,1582889456.4827838
b'',1582889456.4827838,1582889458.4908302
b'',1582889458.4908302,1582889460.499359
b'',1582889460.499359,1582889462.5086613
b'',1582889462.5086613,1582889464.5166519
b'',1582889464.5166519,1582889466.5311413
b'',1582889466.5311413,1582889468.5358229
b'',1582889468.5358229,1582889470.5432618
b'',1582889470.5432618,1582889472.546098
b'',1582889472.546098,1582889474.558334
b'',1582889474.558334,1582889476.5619855
b'',1582889476.5619855,1582889478.5653453
b'',1582889478.5653453,1582889480.5715823
b'',1582889480.5715823,1582889482.5827074
b'',1582889482.5827074,1582889484.5916626
b'',1582889484.5916626,1582889486.5974052
b'',1582889486.5974052,1582889488.5983036
b'',1582889488.5983036,1582889490.6038222
b'',1582889490.6038222,1582889492.6131108
b'',1582889492.6131108,1582889494.6198304
b'',1582889494.6198304,1582889496.634633
b'',1582889496.634633,1582889498.6356578
b'',1582889498.6356578,1582889500.648075
b'',1582889500.648075,1582889502.6627488
b'',1582889502.6627488,1582889504.681014
b'',1582889504.681014,1582889506.6827297
b'',1582889506.6827297,1582889508.690321
b'',1582889508.690321,1582889510.702692
b'',1582889510.702692,1582889512.710735
b'',1582889512.710735,1582889514.7249188
b'',1582889514.7249188,1582889516.7256627
b'',1582889516.7256627,1582889518.7270734
b'',1582889518.7270734,1582889520.7358615
b'',1582889520.7358615,1582889522.7485342
b'',1582889522.7485342,1582889524.761472
b'',1582889524.761472,1582889526.7626152
b'',1582889526.7626152,1582889528.766636
b'',1582889528.766636,1582889530.7676508
b'',1582889530.7676508,1582889532.7804246
b'',1582889532.7804246,1582889534.7883987
b'',1582889534.7883987,1582889536.7946012
b'',1582889536.7946012,1582889538.805099
b'',1582889538.805099,1582889540.8083344
b'',1582889540.8083344,1582889542.8117764
b'',1582889542.8117764,1582889544.8175123
b'',1582889544.8175123,1582889546.8325658
b'',1582889546.8325658,1582889548.8428745
b'',1582889548.8428745,1582889550.8476818
b'',1582889550.8476818,1582889552.8478725
b'',1582889552.8478725,1582889554.8567517
b'',1582889554.8567517,1582889556.857263
b'',1582889556.857263,1582889558.8608642
b'',1582889558.8608642,1582889560.8730521
b'',1582889560.8730521,1582889562.8732996
b'',1582889562.8732996,1582889564.8831403
b'',1582889564.8831403,1582889566.8872974
b'',1582889566.8872974,1582889568.8873138
b'',1582889568.8873138,1582889570.897864
b'',1582889570.897864,1582889572.9007335
b'',1582889572.9007335,1582889574.9031076
b'',1582889574.9031076,1582889576.9061818
b'',1582889576.9061818,1582889578.916142
b'',1582889578.916142,1582889580.9318852
b'',1582889580.9318852,1582889582.9321282
b'',1582889582.9321282,1582889584.9446392
b'',1582889584.9446392,1582889586.945027
b'',1582889586.945027,1582889588.9544222
b'',1582889588.9544222,1582889590.9653769
b'',1582889590.9653769,1582889592.97084
b'',1582889592.97084,1582889594.9804864
b'',1582889594.9804864,1582889596.9899764
b'',1582889596.9899764,1582889599.0007226
b'',1582889599.0007226,1582889601.0154817
