1582724809.4781728,b'0\r\n',1582724810.4627457
1582724810.4627457,b'1\r\n',1582724811.4471443
1582724811.4471443,b'0\r\n',1582724812.4158928
1582724812.4158928,b'1\r\n',1582724813.8846366
1582724813.8846366,b'0\r\n',1582724814.8533607
1582724814.8533607,b'1\r\n',1582724815.8347087
1582724815.8347087,b'0\r\n',1582724816.8034637
1582724816.8034637,b'1\r\n',1582724817.7878315
1582724817.7878315,b'0\r\n',1582724818.7612681
1582724818.7612681,b'1\r\n',1582724819.7523932
1582724819.7523932,b'0\r\n',1582724820.725786
1582724820.725786,b'1\r\n',1582724821.6945224
1582724821.6945224,b'0\r\n',1582724822.6789193
1582724822.6789193,b'1\r\n',1582724823.6477144
1582724823.6477144,b'0\r\n',1582724824.6325834
1582724824.6325834,b'1\r\n',1582724825.6013203
1582724825.6013203,b'0\r\n',1582724826.5856938
1582724826.5856938,b'1\r\n',1582724827.5700724
1582724827.5700724,b'0\r\n',1582724828.5388274
1582724828.5388274,b'1\r\n',1582724829.5112326
1582724829.5112326,b'0\r\n',1582724830.9956095
1582724830.9956095,b'1\r\n',1582724831.9649138
1582724831.9649138,b'0\r\n',1582724832.9486911
1582724832.9486911,b'1\r\n',1582724833.917439
1582724833.917439,b'0\r\n',1582724834.9018197
1582724834.9018197,b'1\r\n',1582724835.8771374
1582724835.8771374,b'0\r\n',1582724836.8458962
1582724836.8458962,b'1\r\n',1582724837.830262
1582724837.830262,b'0\r\n',1582724838.79899
1582724838.79899,b'1\r\n',1582724839.7833912
1582724839.7833912,b'0\r\n',1582724840.7677715
1582724840.7677715,b'1\r\n',1582724841.7365162
1582724841.7365162,b'0\r\n',1582724842.7208967
1582724842.7208967,b'1\r\n',1582724843.6896548
1582724843.6896548,b'0\r\n',1582724844.6740887
1582724844.6740887,b'1\r\n',1582724845.6430693
1582724845.6430693,b'0\r\n',1582724846.6274364
1582724846.6274364,b'0\r\n',1582724847.611812
1582724847.611812,b'1\r\n',1582724848.0961864
1582724848.0961864,b'0\r\n',1582724849.0649426
1582724849.0649426,b'1\r\n',1582724850.0493107
1582724850.0493107,b'0\r\n',1582724851.0198913
1582724851.0198913,b'1\r\n',1582724852.0042582
1582724852.0042582,b'0\r\n',1582724852.9727945
1582724852.9727945,b'1\r\n',1582724853.957368
1582724853.957368,b'0\r\n',1582724854.9261484
1582724854.9261484,b'1\r\n',1582724855.9105234
1582724855.9105234,b'0\r\n',1582724856.891892
1582724856.891892,b'1\r\n',1582724857.8606343
1582724857.8606343,b'0\r\n',1582724858.8475332
1582724858.8475332,b'1\r\n',1582724859.8265815
1582724859.8265815,b'0\r\n',1582724860.8059223
1582724860.8059223,b'1\r\n',1582724861.781196
1582724861.781196,b'0\r\n',1582724862.7541962
1582724862.7541962,b'1\r\n',1582724864.2238355
1582724864.2238355,b'0\r\n',1582724865.1925874
1582724865.1925874,b'1\r\n',1582724866.1769624
1582724866.1769624,b'0\r\n',1582724867.1613367
1582724867.1613367,b'1\r\n',1582724868.129618
1582724868.129618,b'0\r\n',1582724869.11399
1582724869.11399,b'1\r\n',1582724870.0827098
1582724870.0827098,b'0\r\n',1582724871.0583205
1582724871.0583205,b'1\r\n',1582724872.0429194
1582724872.0429194,b'0\r\n',1582724873.0188878
1582724873.0188878,b'1\r\n',1582724873.9879
1582724873.9879,b'0\r\n',1582724874.9830923
1582724874.9830923,b'1\r\n',1582724875.9518492
1582724875.9518492,b'0\r\n',1582724876.9205322
1582724876.9205322,b'1\r\n',1582724877.9006279
1582724877.9006279,b'0\r\n',1582724878.8876731
1582724878.8876731,b'0\r\n',1582724879.8567238
1582724879.8567238,b'0\r\n',1582724881.3259394
1582724881.3259394,b'1\r\n',1582724882.2947757
1582724882.2947757,b'0\r\n',1582724883.274291
1582724883.274291,b'1\r\n',1582724884.2615798
1582724884.2615798,b'0\r\n',1582724885.2391355
1582724885.2391355,b'1\r\n',1582724886.2078824
1582724886.2078824,b'0\r\n',1582724887.192254
1582724887.192254,b'1\r\n',1582724888.1610036
1582724888.1610036,b'0\r\n',1582724889.145427
1582724889.145427,b'1\r\n',1582724890.11318
1582724890.11318,b'0\r\n',1582724891.0975575
1582724891.0975575,b'1\r\n',1582724892.080355
1582724892.080355,b'0\r\n',1582724893.0491035
