Before_send,After_send,Message
1582883596.9482508,1582883596.9482508,0,
1582883597.9586732,1582883597.9586732,1,
1582883598.962787,1582883598.962787,0,
1582883599.9779024,1582883599.9779024,1,
1582883600.9812229,1582883600.9812229,0,
1582883601.9940233,1582883601.9940233,1,
1582883603.0045924,1582883603.0045924,0,
1582883604.0149505,1582883604.0149505,1,
1582883605.024729,1582883605.024729,0,
1582883606.031931,1582883606.031931,1,
1582883607.0368435,1582883607.0368435,0,
1582883608.0517633,1582883608.0517633,1,
1582883609.0554717,1582883609.0554717,0,
1582883610.0660992,1582883610.0660992,1,
1582883611.082664,1582883611.082664,0,
1582883612.0911567,1582883612.0911567,1,
1582883613.0913866,1582883613.0913866,0,
1582883614.0977736,1582883614.0977736,1,
1582883615.1048653,1582883615.1048653,0,
1582883616.1070292,1582883616.1070292,1,
1582883617.1218746,1582883617.1218746,0,
1582883618.124529,1582883618.124529,1,
1582883619.1334255,1582883619.1334255,0,
1582883620.1415544,1582883620.1415544,1,
1582883621.1495245,1582883621.1495245,0,
1582883622.149575,1582883622.149575,1,
1582883623.1536267,1582883623.1536267,0,
1582883624.154827,1582883624.154827,1,
1582883625.1703825,1582883625.1703825,0,
1582883626.1707146,1582883626.1707146,1,
1582883627.1811068,1582883627.1811068,0,
1582883628.187153,1582883628.187153,1,
1582883629.2010422,1582883629.2010422,0,
1582883630.2096055,1582883630.2096055,1,
1582883631.2231634,1582883631.2231634,0,
1582883632.2295454,1582883632.2295454,1,
1582883633.2402983,1582883633.2402983,0,
1582883634.247072,1582883634.247072,1,
1582883635.2525165,1582883635.2525165,0,
1582883636.2618413,1582883636.2618413,1,
1582883637.2651563,1582883637.2651563,0,
1582883638.272082,1582883638.272082,1,
1582883639.2832332,1582883639.2832332,0,
1582883640.293024,1582883640.293024,1,
1582883641.2997243,1582883641.2998996,0,
1582883642.2999542,1582883642.2999542,1,
1582883643.309405,1582883643.309405,0,
1582883644.317604,1582883644.317604,1,
1582883645.3262012,1582883645.3262012,0,
1582883646.3346317,1582883646.3346317,1,
1582883647.346695,1582883647.346695,0,
1582883648.3611822,1582883648.3611822,1,
1582883649.3732924,1582883649.3732924,0,
1582883650.3786063,1582883650.3786063,1,
1582883651.393022,1582883651.3932478,0,
1582883652.3988283,1582883652.3988283,1,
1582883653.3990698,1582883653.3990698,0,
1582883654.405461,1582883654.405461,1,
1582883655.4057004,1582883655.4057004,0,
1582883656.4089413,1582883656.4089413,1,
1582883657.4231749,1582883657.4231749,0,
1582883658.4262266,1582883658.4262266,1,
1582883659.4287608,1582883659.4287608,0,
1582883660.4339354,1582883660.4339354,1,
1582883661.4393907,1582883661.4393907,0,
1582883662.4509084,1582883662.4509084,1,
1582883663.4565668,1582883663.4565668,0,
1582883664.4565685,1582883664.4565685,1,
1582883665.4710903,1582883665.4710903,0,
1582883666.4764924,1582883666.4764924,1,
1582883667.4852796,1582883667.4852796,0,
1582883668.4914746,1582883668.4914746,1,
1582883669.501929,1582883669.5021765,0,
1582883670.503047,1582883670.503047,1,
1582883671.5132425,1582883671.5132425,0,
1582883672.5226972,1582883672.5226972,1,
1582883673.5349755,1582883673.5349755,0,
1582883674.5476964,1582883674.5476964,1,
1582883675.5620565,1582883675.5620565,0,
1582883676.5776436,1582883676.5776436,1,
1582883677.5800688,1582883677.5800688,0,
1582883678.5877612,1582883678.5877612,1,
1582883679.598034,1582883679.598034,0,
1582883680.6130307,1582883680.6130307,1,
1582883681.6165001,1582883681.6165001,0,
1582883682.6187172,1582883682.6187172,1,
1582883683.6250389,1582883683.6250389,0,
1582883684.6382685,1582883684.6382685,1,
1582883685.649142,1582883685.649142,0,
1582883686.6585555,1582883686.6585555,1,
1582883687.6733575,1582883687.6733575,0,
1582883688.6777992,1582883688.6777992,1,
1582883689.6811306,1582883689.6811306,0,
1582883690.6834047,1582883690.6834047,1,
1582883691.6937027,1582883691.6937027,0,
1582883692.706759,1582883692.706759,1,
1582883693.7069893,1582883693.7069893,0,
1582883694.7200549,1582883694.7200549,1,
1582883695.7347867,1582883695.7347867,0,
1582883696.7485714,1582883696.7485714,1,
1582883697.7593036,1582883697.7593036,0,
1582883698.772083,1582883698.772083,1,
1582883699.7844112,1582883699.7846458,0,
1582883700.7979882,1582883700.7979882,1,
1582883701.8020046,1582883701.8020046,0,
1582883702.8041847,1582883702.8041847,1,
1582883703.816232,1582883703.816232,0,
1582883704.8166497,1582883704.8166497,1,
1582883705.8261015,1582883705.8261015,0,
1582883706.8411448,1582883706.8411448,1,
1582883707.8491502,1582883707.8491502,0,
1582883708.864231,1582883708.864231,1,
1582883709.871089,1582883709.871089,0,
1582883710.8866868,1582883710.8866868,1,
1582883711.887337,1582883711.887337,0,
1582883712.9003742,1582883712.9003742,1,
1582883713.9018056,1582883713.9018056,0,
1582883714.914838,1582883714.914838,1,
1582883715.9169517,1582883715.9171863,0,
1582883716.9327729,1582883716.9327729,1,
1582883717.94519,1582883717.94519,0,
1582883718.9592493,1582883718.9592493,1,
1582883719.9746788,1582883719.9746788,0,
1582883720.9861004,1582883720.9861004,1,
1582883721.9907722,1582883721.9907722,0,
1582883723.0045705,1582883723.0045705,1,
1582883724.0165815,1582883724.0165815,0,
1582883725.0236702,1582883725.0236702,1,
1582883726.0304434,1582883726.0304434,0,
1582883727.0370357,1582883727.0370357,1,
1582883728.0447412,1582883728.0447412,0,
1582883729.0569408,1582883729.0569408,1,
1582883730.0592453,1582883730.0592453,0,
1582883731.0635571,1582883731.0635571,1,
1582883732.0778787,1582883732.0778787,0,
1582883733.0910342,1582883733.091275,1,
1582883734.1036742,1582883734.1036742,0,
1582883735.1064472,1582883735.1064472,1,
1582883736.1119878,1582883736.1119878,0,
1582883737.125842,1582883737.125842,1,
1582883738.1279652,1582883738.1279652,0,
1582883739.1299665,1582883739.1299665,1,
1582883740.1384337,1582883740.1384337,0,
1582883741.1389267,1582883741.1389267,1,
1582883742.1437123,1582883742.1437123,0,
1582883743.1473193,1582883743.1473193,1,
1582883744.148349,1582883744.148349,0,
1582883745.150427,1582883745.150427,1,
1582883746.1611936,1582883746.1611936,0,
1582883747.176291,1582883747.176291,1,
1582883748.1808715,1582883748.1808715,0,
1582883749.186694,1582883749.186694,1,
1582883750.1963277,1582883750.1963277,0,
1582883751.2065547,1582883751.2065547,1,
1582883752.2140005,1582883752.2140005,0,
1582883753.2171986,1582883753.2171986,1,
1582883754.22064,1582883754.22064,0,
1582883755.2296762,1582883755.2296762,1,
1582883756.2399888,1582883756.2399888,0,
1582883757.2498956,1582883757.2498956,1,
1582883758.2501397,1582883758.2501397,0,
1582883759.264984,1582883759.264984,1,
1582883760.2723665,1582883760.2723665,0,
1582883761.2830558,1582883761.2830558,1,
1582883762.2832856,1582883762.2832856,0,
1582883763.2985046,1582883763.2987325,1,
1582883764.3143563,1582883764.3143563,0,
1582883765.3287876,1582883765.3287876,1,
1582883766.3297727,1582883766.3297727,0,
1582883767.344302,1582883767.344302,1,
1582883768.3548284,1582883768.3548284,0,
1582883769.366969,1582883769.366969,1,
1582883770.3785083,1582883770.3785083,0,
1582883771.3934698,1582883771.393685,1,
1582883772.3965633,1582883772.3965633,0,
1582883773.398092,1582883773.398092,1,
1582883774.4002328,1582883774.4002328,0,
1582883775.4055066,1582883775.4055066,1,
1582883776.413803,1582883776.413803,0,
1582883777.4288952,1582883777.4288952,1,
1582883778.4332259,1582883778.4332259,0,
1582883779.4439645,1582883779.4439645,1,
1582883780.4493182,1582883780.4493182,0,
1582883781.4604728,1582883781.4604728,1,
1582883782.4744065,1582883782.4744065,0,
1582883783.475958,1582883783.475958,1,
1582883784.4855428,1582883784.4855428,0,
1582883785.4926612,1582883785.4926612,1,
1582883786.5119133,1582883786.5119133,0,
1582883787.5121088,1582883787.5121088,1,
1582883788.515246,1582883788.515246,0,
1582883789.5220864,1582883789.5220864,1,
1582883790.5342925,1582883790.5342925,0,
1582883791.543006,1582883791.543006,1,
1582883792.545629,1582883792.545629,0,
1582883793.5561557,1582883793.5561557,1,
1582883794.5588174,1582883794.5588174,0,
1582883795.569747,1582883795.569747,1,
1582883796.5818555,1582883796.5818555,0,
1582883797.593893,1582883797.593893,1,
1582883798.608916,1582883798.608916,0,
1582883799.6093843,1582883799.6093843,1,
1582883800.619713,1582883800.619713,0,
1582883801.6201887,1582883801.6201887,1,
1582883802.6204233,1582883802.6204233,0,
1582883803.6206613,1582883803.6206613,1,
1582883804.6247988,1582883804.6247988,0,
1582883805.6307259,1582883805.6307259,1,
1582883806.6348045,1582883806.6348045,0,
1582883807.6442153,1582883807.6442153,1,
1582883808.6525655,1582883808.6525655,0,
1582883809.6657407,1582883809.6657407,1,
1582883810.6745987,1582883810.6745987,0,
1582883811.6778743,1582883811.6778743,1,
1582883812.6925728,1582883812.6925728,0,
1582883813.7006323,1582883813.7006323,1,
1582883814.7086596,1582883814.7086596,0,
1582883815.7146606,1582883815.7146606,1,
1582883816.727366,1582883816.727366,0,
1582883817.7420344,1582883817.7420344,1,
1582883818.745356,1582883818.745356,0,
1582883819.7571235,1582883819.7571235,1,
1582883820.7655516,1582883820.7655516,0,
1582883821.7702086,1582883821.7702086,1,
1582883822.7792835,1582883822.7792835,0,
1582883823.783064,1582883823.783064,1,
1582883824.7864494,1582883824.7864494,0,
1582883825.8015485,1582883825.8015485,1,
1582883826.8138292,1582883826.8138292,0,
1582883827.828925,1582883827.828925,1,
1582883828.8360474,1582883828.8360474,0,
1582883829.8462505,1582883829.8462505,1,
1582883830.8606849,1582883830.8606849,0,
1582883831.8702595,1582883831.8702595,1,
1582883832.8761034,1582883832.8761034,0,
1582883833.8821647,1582883833.8821647,1,
1582883834.8891604,1582883834.8891604,0,
1582883835.8946502,1582883835.8946502,1,
1582883836.9056594,1582883836.9056594,0,
1582883837.9107425,1582883837.9107425,1,
1582883838.911033,1582883838.911033,0,
1582883839.919491,1582883839.919491,1,
1582883840.9258106,1582883840.9258106,0,
1582883841.9270227,1582883841.9270227,1,
1582883842.9371564,1582883842.9371564,0,
1582883843.9437578,1582883843.9437578,1,
1582883844.9472208,1582883844.9472208,0,
1582883845.958006,1582883845.958006,1,
1582883846.9674146,1582883846.9674146,0,
1582883847.9751635,1582883847.9751635,1,
1582883848.978484,1582883848.978484,0,
1582883849.9857724,1582883849.9857724,1,
1582883850.9979255,1582883850.9979255,0,
1582883852.0014176,1582883852.0014176,1,
1582883853.0153942,1582883853.0153942,0,
1582883854.0158591,1582883854.0158591,1,
1582883855.0306265,1582883855.0306265,0,
1582883856.0423393,1582883856.0423393,1,
1582883857.0545926,1582883857.0545926,0,
1582883858.0642562,1582883858.0642562,1,
1582883859.0644848,1582883859.0644848,0,
1582883860.06753,1582883860.06753,1,
1582883861.0699954,1582883861.0699954,0,
1582883862.071686,1582883862.071686,1,
1582883863.0741186,1582883863.0741186,0,
1582883864.074364,1582883864.074364,1,
1582883865.0776367,1582883865.0776367,0,
1582883866.088606,1582883866.088606,1,
1582883867.088828,1582883867.088828,0,
1582883868.0996225,1582883868.0996225,1,
1582883869.1086683,1582883869.1086683,0,
1582883870.121894,1582883870.121894,1,
1582883871.1336732,1582883871.1336732,0,
1582883872.1468663,1582883872.1468663,1,
1582883873.159495,1582883873.159495,0,
1582883874.1743643,1582883874.1743643,1,
1582883875.1846533,1582883875.1846533,0,
1582883876.1880286,1582883876.1880286,1,
1582883877.1981966,1582883877.1981966,0,
1582883878.213426,1582883878.213426,1,
1582883879.2186732,1582883879.2186732,0,
1582883880.2242777,1582883880.2242777,1,
1582883881.2250104,1582883881.2250104,0,
1582883882.225311,1582883882.225311,1,
1582883883.2307913,1582883883.2307913,0,
1582883884.2445412,1582883884.2445412,1,
1582883885.2445698,1582883885.2445698,0,
1582883886.2490416,1582883886.2490416,1,
1582883887.2606697,1582883887.2606697,0,
1582883888.2658613,1582883888.2658613,1,
1582883889.2747421,1582883889.2747421,0,
1582883890.288167,1582883890.288167,1,
1582883891.2996912,1582883891.2996912,0,
1582883892.3114498,1582883892.3114498,1,
1582883893.3141336,1582883893.3141336,0,
1582883894.3230917,1582883894.3230917,1,
1582883895.3376255,1582883895.3376255,0,
1582883896.3433685,1582883896.3433685,1,
1582883897.3537395,1582883897.3537395,0,
1582883898.3586733,1582883898.3586733,1,
1582883899.3719351,1582883899.3719351,0,
1582883900.384971,1582883900.384971,1,
1582883901.391743,1582883901.391743,0,
1582883902.394446,1582883902.394446,1,
1582883903.4087348,1582883903.4087348,0,
1582883904.409199,1582883904.409199,1,
1582883905.415897,1582883905.415897,0,
1582883906.4314275,1582883906.4314275,1,
1582883907.4427626,1582883907.4427626,0,
1582883908.4534748,1582883908.4534748,1,
1582883909.4672942,1582883909.4672942,0,
1582883910.4738405,1582883910.4738405,1,
1582883911.4873307,1582883911.4873307,0,
1582883912.4881077,1582883912.4881077,1,
1582883913.4970915,1582883913.4970915,0,
1582883914.5035608,1582883914.5035608,1,
1582883915.507018,1582883915.507018,0,
1582883916.518446,1582883916.518446,1,
1582883917.5299923,1582883917.5299923,0,
1582883918.540804,1582883918.540804,1,
1582883919.5439734,1582883919.5439734,0,
1582883920.5533426,1582883920.5533426,1,
1582883921.5645747,1582883921.5645747,0,
1582883922.5652254,1582883922.5652254,1,
1582883923.5806854,1582883923.5806854,0,
1582883924.592393,1582883924.592393,1,
1582883925.592634,1582883925.592634,0,
1582883926.5929248,1582883926.5929248,1,
1582883927.600754,1582883927.600754,0,
1582883928.6021905,1582883928.6021905,1,
1582883929.6162574,1582883929.6162574,0,
1582883930.6308482,1582883930.6308482,1,
1582883931.6347616,1582883931.6349812,0,
1582883932.6485488,1582883932.6488042,1,
1582883933.658171,1582883933.658171,0,
1582883934.6653557,1582883934.6653557,1,
1582883935.6667624,1582883935.6667624,0,
1582883936.6736507,1582883936.6736507,1,
1582883937.6758382,1582883937.6758382,0,
1582883938.680899,1582883938.680899,1,
1582883939.696457,1582883939.696457,0,
1582883940.6969585,1582883940.6969585,1,
1582883941.699303,1582883941.699303,0,
1582883942.702687,1582883942.702687,1,
1582883943.7175333,1582883943.7175333,0,
1582883944.732171,1582883944.732171,1,
1582883945.7323751,1582883945.7323751,0,
1582883946.744853,1582883946.744853,1,
1582883947.753721,1582883947.753721,0,
1582883948.7541637,1582883948.7541637,1,
1582883949.7691584,1582883949.7691584,0,
1582883950.7840962,1582883950.7840962,1,
1582883951.7843366,1582883951.7843366,0,
1582883952.7973475,1582883952.7973475,1,
1582883953.811602,1582883953.811602,0,
1582883954.8181148,1582883954.8181148,1,
1582883955.8233235,1582883955.8233235,0,
1582883956.8332787,1582883956.8332787,1,
1582883957.8395345,1582883957.8395345,0,
1582883958.8445785,1582883958.8445785,1,
1582883959.8450394,1582883959.8450394,0,
1582883960.858223,1582883960.858223,1,
1582883961.8717053,1582883961.8717053,0,
1582883962.875614,1582883962.875614,1,
1582883963.8758473,1582883963.8758473,0,
1582883964.8823187,1582883964.8823187,1,
1582883965.8889608,1582883965.8889608,0,
1582883966.9030344,1582883966.9030344,1,
1582883967.905147,1582883967.905147,0,
1582883968.9069233,1582883968.9069233,1,
1582883969.9142706,1582883969.9142706,0,
1582883970.9390042,1582883970.9390042,1,
1582883971.942022,1582883971.942022,0,
1582883972.9460683,1582883972.9460683,1,
1582883973.95977,1582883973.95977,0,
1582883974.9732559,1582883974.9732559,1,
1582883975.9794931,1582883975.9797413,0,
1582883976.995394,1582883976.995543,1,
1582883978.0005858,1582883978.0005858,0,
1582883979.0072212,1582883979.0072212,1,
1582883980.020257,1582883980.020257,0,
1582883981.0210197,1582883981.0210197,1,
1582883982.021842,1582883982.021842,0,
1582883983.0328822,1582883983.0328822,1,
1582883984.033359,1582883984.0335796,0,
1582883985.0340917,1582883985.034342,1,
1582883986.0450435,1582883986.0450435,0,
1582883987.045825,1582883987.045825,1,
1582883988.0583165,1582883988.0583165,0,
1582883989.0626256,1582883989.0626256,1,
1582883990.071646,1582883990.071646,0,
1582883991.0854547,1582883991.0854547,1,
1582883992.0975144,1582883992.0975144,0,
1582883993.107761,1582883993.107761,1,
1582883994.1150138,1582883994.1150138,0,
1582883995.1256814,1582883995.1256814,1,
1582883996.1348727,1582883996.1348727,0,
1582883997.1492143,1582883997.1492143,1,
1582883998.1577609,1582883998.1577609,0,
1582883999.1590776,1582883999.1590776,1,
1582884000.16337,1582884000.16337,0,
1582884001.1703253,1582884001.1703253,1,
1582884002.17057,1582884002.1707726,0,
1582884003.1842835,1582884003.1842835,1,
1582884004.1950524,1582884004.1950524,0,
1582884005.210265,1582884005.210265,1,
1582884006.2164073,1582884006.2164073,0,
1582884007.2164562,1582884007.2164562,1,
1582884008.2282255,1582884008.2282255,0,
1582884009.24059,1582884009.24059,1,
1582884010.2513359,1582884010.2513359,0,
1582884011.2587285,1582884011.2587285,1,
1582884012.265093,1582884012.265093,0,
1582884013.2660828,1582884013.2660828,1,
1582884014.2731104,1582884014.2731104,0,
1582884015.2771938,1582884015.2771938,1,
1582884016.2790499,1582884016.2790499,0,
1582884017.2884293,1582884017.2884293,1,
1582884018.2939644,1582884018.2939644,0,
1582884019.2958314,1582884019.2958314,1,
1582884020.295982,1582884020.295982,0,
1582884021.2988234,1582884021.2988234,1,
1582884022.299189,1582884022.299189,0,
1582884023.3013573,1582884023.3013573,1,
1582884024.3131893,1582884024.3131893,0,
1582884025.3224175,1582884025.3224175,1,
1582884026.3273938,1582884026.3273938,0,
1582884027.3333366,1582884027.3333366,1,
1582884028.333635,1582884028.333635,0,
1582884029.3351796,1582884029.3351796,1,
1582884030.3409212,1582884030.3409212,0,
1582884031.346936,1582884031.346936,1,
1582884032.3559027,1582884032.3559027,0,
1582884033.3661258,1582884033.3661258,1,
1582884034.3806033,1582884034.3806033,0,
1582884035.3921525,1582884035.3921525,1,
1582884036.3946843,1582884036.3946843,0,
1582884037.3977714,1582884037.3977714,1,
1582884038.4100838,1582884038.4100838,0,
1582884039.4198859,1582884039.4198859,1,
1582884040.4231982,1582884040.4231982,0,
1582884041.4303796,1582884041.4303796,1,
1582884042.4434385,1582884042.4434385,0,
1582884043.4565604,1582884043.4565604,1,
1582884044.4618638,1582884044.4618638,0,
1582884045.4645624,1582884045.4645624,1,
1582884046.4655612,1582884046.4655612,0,
1582884047.4809475,1582884047.4809475,1,
1582884048.4947472,1582884048.4947472,0,
1582884049.4991906,1582884049.4991906,1,
1582884050.5115612,1582884050.5115612,0,
1582884051.5215974,1582884051.5215974,1,
1582884052.5362093,1582884052.5362093,0,
1582884053.5391989,1582884053.5391989,1,
1582884054.551935,1582884054.551935,0,
1582884055.553817,1582884055.553817,1,
1582884056.5635757,1582884056.5635757,0,
1582884057.573872,1582884057.573872,1,
1582884058.578804,1582884058.578804,0,
1582884059.5897393,1582884059.5897393,1,
1582884060.5970016,1582884060.5970016,0,
1582884061.6108627,1582884061.6108627,1,
1582884062.6115174,1582884062.6115174,0,
1582884063.616287,1582884063.616287,1,
1582884064.6240296,1582884064.6240296,0,
1582884065.6395159,1582884065.6395159,1,
1582884066.6441903,1582884066.6441903,0,
1582884067.6517558,1582884067.6517558,1,
1582884068.6630888,1582884068.6630888,0,
1582884069.6681175,1582884069.6681175,1,
1582884070.679253,1582884070.679253,0,
1582884071.6910748,1582884071.6910748,1,
1582884072.699241,1582884072.699241,0,
1582884073.7104697,1582884073.7104697,1,
1582884074.717732,1582884074.717732,0,
1582884075.7181911,1582884075.7181911,1,
1582884076.7238414,1582884076.7238414,0,
1582884077.7244985,1582884077.7244985,1,
1582884078.7388556,1582884078.7388556,0,
1582884079.74371,1582884079.74371,1,
1582884080.7556326,1582884080.7556326,0,
1582884081.7649484,1582884081.7649484,1,
1582884082.7823274,1582884082.7823274,0,
1582884083.789359,1582884083.789359,1,
1582884084.7923307,1582884084.7923307,0,
1582884085.7930958,1582884085.7930958,1,
1582884086.7992325,1582884086.7992325,0,
1582884087.8046606,1582884087.8046606,1,
1582884088.8075898,1582884088.8075898,0,
1582884089.80783,1582884089.80783,1,
1582884090.8215313,1582884090.8215313,0,
1582884091.835432,1582884091.835432,1,
1582884092.8359256,1582884092.8359256,0,
1582884093.8512752,1582884093.8512752,1,
1582884094.8590353,1582884094.8590353,0,
1582884095.8626873,1582884095.8626873,1,
1582884096.864734,1582884096.864734,0,
1582884097.8737645,1582884097.8737645,1,
1582884098.885723,1582884098.885723,0,
1582884099.8952134,1582884099.8952134,1,
1582884100.9032233,1582884100.9032233,0,
1582884101.90906,1582884101.90906,1,
1582884102.9215062,1582884102.9215062,0,
1582884103.9216163,1582884103.9216163,1,
1582884104.9255178,1582884104.9255178,0,
1582884105.932395,1582884105.932395,1,
1582884106.9337013,1582884106.9337013,0,
1582884107.9417791,1582884107.9417791,1,
1582884108.9436874,1582884108.9436874,0,
1582884109.9533284,1582884109.9533284,1,
1582884110.968843,1582884110.968843,0,
1582884111.9734557,1582884111.9734557,1,
1582884112.9819539,1582884112.9819539,0,
1582884113.9842577,1582884113.9842577,1,
1582884114.9942923,1582884114.9942923,0,
1582884115.996405,1582884115.996405,1,
1582884117.0076091,1582884117.0076091,0,
1582884118.0116084,1582884118.0116084,1,
1582884119.012066,1582884119.012066,0,
1582884120.0155587,1582884120.0155587,1,
1582884121.022024,1582884121.022024,0,
1582884122.0342672,1582884122.0342672,1,
1582884123.0586967,1582884123.0586967,0,
1582884124.0629733,1582884124.0629733,1,
1582884125.0749424,1582884125.0749424,0,
1582884126.0880113,1582884126.0880113,1,
1582884127.0884888,1582884127.0884888,0,
1582884128.0908568,1582884128.0910208,1,
1582884129.102987,1582884129.102987,0,
1582884130.1058583,1582884130.1058583,1,
1582884131.116791,1582884131.116791,0,
1582884132.1239505,1582884132.1239505,1,
1582884133.1365175,1582884133.1365175,0,
1582884134.1471105,1582884134.1471105,1,
1582884135.1471233,1582884135.1471233,0,
1582884136.1622767,1582884136.1622767,1,
1582884137.1720374,1582884137.1720374,0,
1582884138.1755898,1582884138.1755898,1,
1582884139.1878953,1582884139.1878953,0,
1582884140.1974628,1582884140.1974628,1,
1582884141.2079983,1582884141.2079983,0,
1582884142.2171059,1582884142.2171059,1,
1582884143.2304454,1582884143.2304454,0,
1582884144.249563,1582884144.249563,1,
1582884145.2617142,1582884145.2617142,0,
1582884146.2626321,1582884146.2626321,1,
1582884147.266289,1582884147.266289,0,
1582884148.2742012,1582884148.2744193,1,
1582884149.28529,1582884149.28529,0,
1582884150.2876866,1582884150.2876866,1,
1582884151.288582,1582884151.288582,0,
1582884152.2966084,1582884152.2966084,1,
1582884153.2995327,1582884153.2995327,0,
1582884154.3011007,1582884154.3011007,1,
1582884155.3118036,1582884155.3118036,0,
1582884156.3131785,1582884156.3131785,1,
1582884157.3189633,1582884157.3189633,0,
1582884158.3300326,1582884158.3300326,1,
1582884159.3316853,1582884159.3316853,0,
1582884160.3343227,1582884160.3343227,1,
1582884161.3437374,1582884161.3437374,0,
1582884162.3495598,1582884162.3495598,1,
1582884163.3590171,1582884163.3590171,0,
1582884164.3658774,1582884164.3658774,1,
1582884165.3785574,1582884165.3785574,0,
1582884166.3930366,1582884166.3930366,1,
1582884167.4033992,1582884167.4033992,0,
1582884168.41148,1582884168.41148,1,
1582884169.4248803,1582884169.4251225,0,
1582884170.4297426,1582884170.4297426,1,
1582884171.4354024,1582884171.4354024,0,
1582884172.445214,1582884172.445214,1,
1582884173.4460332,1582884173.4460332,0,
1582884174.4709435,1582884174.4709435,1,
1582884175.4727437,1582884175.4727437,0,
1582884176.480839,1582884176.480839,1,
1582884177.4893801,1582884177.4893801,0,
1582884178.4910524,1582884178.4910524,1,
1582884179.5037367,1582884179.5037367,0,
1582884180.507162,1582884180.507162,1,
1582884181.5126605,1582884181.5126605,0,
1582884182.5131178,1582884182.5131178,1,
1582884183.5161128,1582884183.5161128,0,
1582884184.540898,1582884184.540898,1,
1582884185.5460777,1582884185.5460777,0,
1582884186.5519423,1582884186.5519423,1,
1582884187.5629756,1582884187.5629756,0,
1582884188.565307,1582884188.565307,1,
1582884189.569233,1582884189.569233,0,
1582884190.5809643,1582884190.5809643,1,
1582884191.5963142,1582884191.5963142,0,
1582884192.5974793,1582884192.5974793,1,
1582884193.6061187,1582884193.6061187,0,
1582884194.6083045,1582884194.6083045,1,
1582884195.6198628,1582884195.6198628,0,
1582884196.620409,1582884196.620409,1,
1582884197.625095,1582884197.625095,0,
1582884198.6255603,1582884198.6255603,1,
1582884199.639669,1582884199.639669,0,
1582884200.6496315,1582884200.6496315,1,
1582884201.654334,1582884201.654334,0,
1582884202.66956,1582884202.66956,1,
1582884203.6780305,1582884203.6780305,0,
1582884204.6914406,1582884204.6914406,1,
1582884205.6916711,1582884205.6916711,0,
1582884206.7037435,1582884206.7037435,1,
1582884207.708097,1582884207.708097,0,
1582884208.7195826,1582884208.7195826,1,
1582884209.7277937,1582884209.7280293,0,
1582884210.734669,1582884210.734669,1,
1582884211.7492254,1582884211.7492254,0,
1582884212.7510364,1582884212.7510364,1,
1582884213.7632122,1582884213.7632122,0,
1582884214.7722304,1582884214.7722304,1,
1582884215.7748213,1582884215.7748213,0,
1582884216.78432,1582884216.78432,1,
1582884217.7954433,1582884217.7954433,0,
1582884218.8033078,1582884218.8033078,1,
1582884219.8096101,1582884219.8096101,0,
1582884220.8218415,1582884220.8218415,1,
1582884221.8231456,1582884221.8231456,0,
1582884222.8336773,1582884222.8336773,1,
1582884223.8439522,1582884223.8439522,0,
1582884224.8538015,1582884224.8538015,1,
1582884225.8701906,1582884225.8701906,0,
1582884226.876342,1582884226.876342,1,
1582884227.8775034,1582884227.8775034,0,
1582884228.8863478,1582884228.8863478,1,
1582884229.8903894,1582884229.8903894,0,
1582884230.8947492,1582884230.8950727,1,
1582884231.91057,1582884231.91057,0,
1582884232.9182794,1582884232.9182794,1,
1582884233.9305472,1582884233.9305472,0,
1582884234.9379637,1582884234.9379637,1,
1582884235.9521744,1582884235.9521744,0,
1582884236.9625547,1582884236.9625547,1,
1582884237.971134,1582884237.971134,0,
1582884238.9765801,1582884238.9765801,1,
1582884239.977356,1582884239.977356,0,
1582884240.9920955,1582884240.9923391,1,
1582884242.0013967,1582884242.0013967,0,
1582884243.0072014,1582884243.0072014,1,
1582884244.0149574,1582884244.0149574,0,
1582884245.0295913,1582884245.0295913,1,
1582884246.041797,1582884246.041797,0,
1582884247.0420282,1582884247.0420282,1,
1582884248.0446987,1582884248.0446987,0,
1582884249.0530167,1582884249.0532568,1,
1582884250.0625541,1582884250.0625541,0,
1582884251.0759273,1582884251.0759273,1,
1582884252.0888348,1582884252.0888348,0,
1582884253.096119,1582884253.096119,1,
1582884254.098653,1582884254.098653,0,
1582884255.1032274,1582884255.1032274,1,
1582884256.1096673,1582884256.1096673,0,
1582884257.12321,1582884257.12321,1,
1582884258.1243806,1582884258.1243806,0,
1582884259.1272216,1582884259.1272216,1,
1582884260.141909,1582884260.141909,0,
1582884261.154103,1582884261.154103,1,
1582884262.1600018,1582884262.1600018,0,
1582884263.1616151,1582884263.1616151,1,
1582884264.17631,1582884264.17631,0,
1582884265.182808,1582884265.182808,1,
1582884266.1854136,1582884266.1854136,0,
1582884267.185594,1582884267.185594,1,
1582884268.1863744,1582884268.1863744,0,
1582884269.2012615,1582884269.2012615,1,
1582884270.2018478,1582884270.2018478,0,
1582884271.2025244,1582884271.2025244,1,
1582884272.2153766,1582884272.2153766,0,
1582884273.2199147,1582884273.2199147,1,
1582884274.23025,1582884274.23025,0,
1582884275.2318063,1582884275.2318063,1,
1582884276.237673,1582884276.237673,0,
1582884277.239122,1582884277.239122,1,
1582884278.2539108,1582884278.2539108,0,
1582884279.2677703,1582884279.2677703,1,
1582884280.2789989,1582884280.2789989,0,
1582884281.2847223,1582884281.2847223,1,
1582884282.2859452,1582884282.2859452,0,
